,Mission_ID,Mission_Date,Theater_of_Operations,Country,Aircraft_Series,Takeoff_Base,Takeoff_Location,Takeoff_Latitude,Takeoff_Longitude,Target_Country,Target_City,Target_Latitude,Target_Longitude,Altitude,High Explosives,High Explosives Type,High_Explosives_Weight_LBS,High_Explosives_Weight_Tons,Incendiary Devices,Incendiary Devices Type,Incendiary_Devices_Weight_LBS,Incendiary_Devices_Weight_Tons,Fragmentation Devices,Fragmentation Devices Type,Fragmentation_Devices_Weight_LBS,Fragmentation_Devices_Weight_Tons,Total_Weight_LBS,Total_Weight_Tons
149401,149862,4/2/1943,MTO,USA,B25,EL ASSA,LIBYA,32.827131,11.621143,TUNISIA,SFAX EL MAOU LG,34.72,10.69,95.0,120.0,250 LB GP (GP-M57),,15.0,,,,0.0,,,,0.0,,15.0
149743,150204,4/3/1943,MTO,USA,B25,EL ASSA,LIBYA,32.827131,11.621143,TUNISIA,ST MARIE DU ZIT EAST AND WEST LG,36.42,10.3,0.0,128.0,250 LB GP (GP-M57),,16.0,,,,0.0,,,,0.0,,16.0
149775,150236,4/4/1943,MTO,USA,B25,MEDENINE,TUNISIA,33.354722,10.505278,ITALY,CARLOFORTE,39.14,8.31,0.0,144.0,250 LB GP (GP-M57),,18.0,,,,0.0,,,,0.0,,18.0
149887,150348,8/10/1945,PTO,NEW ZEALAND,PV-1 VENTURA,BOUGAINVILLE ISLAND,SOLOMON ISLANDS,-6.244444,155.38388899999998,NEW GUINEA,SOHANA ISLAND,-5.533333333,154.7166667,,48.0,500 LB GP (GP-M43/M64),24000,12.0,,,,0.0,,,,0.0,24000.0,12.0
150077,150538,1/5/1945,,GREAT BRITAIN,LIB,"""TORTORELLA, FOGGIA""",ITALY,4248,1355.0,,DOBOJ S RR BRIDGE,44.73,18.1,,,,,,,,,0.0,,,,0.0,,122.25
150202,150663,4/5/1943,MTO,USA,B25,MEDENINE,TUNISIA,33.354722,10.505278,ITALY,BO RIZZO (CHINISIA),37.9,12.54,0.0,144.0,250 LB GP (GP-M57),,18.0,,,,0.0,,,,0.0,,18.0
150595,151056,4/6/1943,MTO,USA,B25,MEDENINE,TUNISIA,33.354722,10.505278,ITALY,STRAITS OF SICILY,38.2,15.59,85.0,296.0,250 LB GP (GP-M57),,37.0,,,,0.0,,,,0.0,,37.0
150596,151057,4/6/1943,MTO,USA,B25,MEDENINE,TUNISIA,33.354722,10.505278,TUNISIA,MT AT TZ1560,33.63,10.33,85.0,158.0,300 LB GP (GP-31),,23.7,,,,0.0,,,,0.0,,23.7
150865,151326,4/7/1943,MTO,USA,B25,MEDENINE,TUNISIA,33.354722,10.505278,TUNISIA,OUED EL AKARIT (WADI AKARIT),34.07,10.03,75.0,215.0,300 LB GP (GP-31),,32.25,,,,0.0,,,,0.0,,32.25
150922,151383,4/8/1943,MTO,USA,B25,MEDENINE,TUNISIA,33.354722,10.505278,TUNISIA,N. OF GABES,34.0,0.02,70.0,38.0,500 LB GP (GP-M43/M64),,9.5,,,,0.0,,,,0.0,,9.5
151246,151708,4/10/1943,MTO,USA,B25,MEDENINE,TUNISIA,33.354722,10.505278,TUNISIA,ENFIDAVILLE,36.08,10.45,80.0,,250 LB GP (GP-M57),,12.5,,,,0.0,,,,0.0,,12.5
151540,152002,4/12/1943,MTO,USA,B25,MEDENINE,TUNISIA,33.354722,10.505278,TUNISIA,N. OF SFAX,34.93,10.75,82.0,192.0,250 LB GP (GP-M57),,24.0,,,,0.0,,,,0.0,,24.0
151541,152003,4/12/1943,MTO,USA,B24,BENGHAZI,LIBYA,32.096944,20.269444,ITALY,COSENZO,39.3,16.26,0.0,63.0,500 LB GP (GP-M43/M64),,15.75,,,,0.0,,,,0.0,,15.75
151548,152010,4/12/1943,MTO,USA,B24,BENGHAZI,LIBYA,32.096944,20.269444,ITALY,PIZZO,38.73,16.17,0.0,12.0,500 LB GP (GP-M43/M64),,3.0,,,,0.0,,,,0.0,,3.0
151549,152011,4/12/1943,MTO,USA,B24,BENGHAZI,LIBYA,32.096944,20.269444,ITALY,CROTONE,39.09,17.13,0.0,9.0,500 LB GP (GP-M43/M64),,2.25,,,,0.0,,,,0.0,,2.25
151562,152024,4/12/1943,MTO,USA,B25,MEDENINE,TUNISIA,33.354722,10.505278,TUNISIA,OUDNA,36.62,10.13,82.0,6.0,500 LB GP (GP-M43/M64),,1.5,,,,0.0,,,,0.0,,1.5
151878,152340,4/15/1943,MTO,USA,B25,MEDENINE,TUNISIA,33.354722,10.505278,TUNISIA,ST MARIE DU ZIT K2707,36.42,10.3,0.0,,250 LB GP (GP-M57),,7.375,,,,0.0,,,,0.0,,7.375
151989,152451,6/26/1944,MTO,USA,A36,ORBETELLO AIRFIELD,ITALY,42.495464,11.239383,ITALY,44 00 N 011 00 E,44.0,11.0,,32.0,500 LB GP (GP-M43/M64),,8.0,,,,,,,,,,8.0
152003,152465,6/26/1944,MTO,USA,A36,ORBETELLO AIRFIELD,ITALY,42.495464,11.239383,ITALY,VERGATO,44.28,11.13,,16.0,500 LB GP (GP-M43/M64),,4.0,,,,,,,,,,4.0
152096,152558,4/15/1943,MTO,USA,B24,BENINA (SOLUCH AIRFIELD),LIBYA,32.096944,20.269444,ITALY,PALERMO,38.13,13.36,0.0,,,,0.0,,,,0.0,,,,0.0,,31.62
152581,153043,6/27/1944,MTO,USA,A36,ORBETELLO AIRFIELD,ITALY,42.495464,11.239383,ITALY,BOLOGNA,44.5,11.35,,10.0,500 LB GP (GP-M43/M64),,2.5,,,,,,,,,,2.5
152744,153206,4/19/1943,MTO,USA,B25,SFAX,TUNISIA,34.717778,10.690833,TUNISIA,KORBA LG SOUTH TK 7243,36.69,10.84,88.0,48.0,300 LB GP (GP-31),,7.2,,,,0.0,,,,0.0,,7.2
152893,153355,4/20/1943,MTO,USA,B25,SFAX,TUNISIA,34.717778,10.690833,TUNISIA,MABTOUHA,36.01,10.17,0.0,,250 LB GP (GP-M57),,8.875,,,,0.0,,,,0.0,,8.875
153190,153652,4/22/1943,MTO,USA,B25,SFAX,TUNISIA,34.717778,10.690833,TUNISIA,SIDI AHMED,36.87,9.92,0.0,192.0,250 LB GP (GP-M57),,24.0,,,,0.0,,,,0.0,,24.0
153552,154014,4/25/1943,MTO,USA,B25,SFAX,TUNISIA,34.717778,10.690833,TUNISIA,N AND NW OF ENFIDAVILLE,36.36,10.24,92.0,24.0,300 LB GP (GP-31),,3.6,,,,0.0,,,,0.0,,3.6
153598,154060,6/28/1944,,GREAT BRITAIN,LIB,"""TORTORELLA, FOGGIA""",ITALY,4248,1355.0,,GIURGIU OIL STORAGE,43.9,25.97,,,,,,,,,0.0,,,,0.0,,158.75
153823,154285,4/26/1943,MTO,USA,B25,SFAX,TUNISIA,34.717778,10.690833,TUNISIA,SOLIMAN SOUTH LG K3743,36.71,10.45,95.0,144.0,300 LB GP (GP-31),,21.6,,,,0.0,,,,0.0,,21.6
154134,154596,4/26/1943,MTO,USA,B24,BENINA (SOLUCH AIRFIELD),LIBYA,32.096944,20.269444,ITALY,BARI,41.14,16.85,0.0,,,,0.0,,,,0.0,,,,0.0,,53.25
154135,154597,4/26/1943,MTO,USA,B24,BENGHAZI,LIBYA,32.096944,20.269444,ITALY,BARI - FRAG BOMBS,41.14,16.77,0.0,,,,0.0,,,,0.0,786.0,,,7.86,,7.86
154409,154871,4/28/1943,MTO,USA,B24,BENGHAZI,LIBYA,32.096944,20.269444,ITALY,NAPLES,40.84,14.28,0.0,216.0,500 LB GP (GP-M43/M64),,54.0,,,,0.0,,,,0.0,,54.0
154413,154875,4/28/1943,MTO,USA,B25,SFAX,TUNISIA,34.717778,10.690833,TUNISIA,2 VESSELS OFF NE TUNISIA IN STRAITS OF SICILY,37.3,11.7,0.0,,250 LB GP (GP-M57),,11.0,,,,0.0,,,,0.0,,11.0
154499,154961,6/29/1944,,GREAT BRITAIN,LIB,"""TORTORELLA, FOGGIA""",ITALY,4248,1355.0,,TRIESTE OIL STORAGE,45.65,13.75,,,,,,,,,0.0,,,,0.0,,2.2
154550,155012,6/30/1944,MTO,USA,A36,ORBETELLO AIRFIELD,ITALY,42.495464,11.239383,ITALY,44 00 N 009 40 E,44.0,9.67,,16.0,500 LB GP (GP-M43/M64),,4.0,,,,,,,,,,4.0
154556,155018,6/30/1944,MTO,USA,A36,ORBETELLO AIRFIELD,ITALY,42.495464,11.239383,ITALY,45 00 N 011 00 E,45.0,11.0,,8.0,500 LB GP (GP-M43/M64),,2.0,,,,,,,,,,2.0
154690,155152,4/29/1943,MTO,USA,B25,SFAX,TUNISIA,34.717778,10.690833,TUNISIA,TUNIS,37.14,10.81,80.0,276.0,250 LB GP (GP-M57),,34.5,,,,0.0,,,,0.0,,34.5
154732,155194,4/30/1943,MTO,USA,B25,SFAX,TUNISIA,34.717778,10.690833,TUNISIA,TUNIS -MEDJEZ EL BAB HIGHWAY,36.77,10.03,0.0,192.0,250 LB GP (GP-M57),,24.0,,,,0.0,,,,0.0,,24.0
155051,155513,5/4/1943,MTO,USA,B25,SFAX,TUNISIA,34.717778,10.690833,TUNISIA,ZAGHOUAN TK 0912,36.4,10.15,95.0,,250 LB GP (GP-M57),,12.0,,,,0.0,,,,0.0,,12.0
155114,155576,7/1/1944,,GREAT BRITAIN,LIB,"""TORTORELLA, FOGGIA""",ITALY,4248,1355.0,,MINING IN DANUBE,45.27,28.47,,390.0,1000 LB MINES,,195.0,,,,0.0,,,,0.0,,124.8
155155,155617,7/1/1944,MTO,USA,A36,ORBETELLO AIRFIELD,ITALY,42.495464,11.239383,ITALY,PISTOIA,43.87,10.93,,16.0,500 LB GP (GP-M43/M64),,4.0,,,,,,,,,,4.0
155168,155630,7/1/1944,ETO,USA,A36,SERRAGIA AIRFIELD,CORSICA,41.501017,8.993486,FRANCE,44 00 N 000 40 E,44.0,0.67,,8.0,500 LB GP (GP-M43/M64),,2.0,,,,,,,,,,2.0
155356,155818,5/5/1943,MTO,USA,B25,SFAX,TUNISIA,34.717778,10.690833,TUNISIA,GALAAT EL ANDELESS,33.89,9.54,0.0,,250 LB GP (GP-M57),,11.625,,,,0.0,,,,0.0,,11.625
155462,155924,7/2/1944,,GREAT BRITAIN,LIB,"""TORTORELLA, FOGGIA""",ITALY,4248,1355.0,,MINING IN DANUBE,45.33,28.33,,60.0,1000 LB MINES,,30.0,,,,0.0,,,,0.0,,30.0
155607,156069,5/6/1943,MTO,USA,B25,SFAX,TUNISIA,34.717778,10.690833,TUNISIA,MASSICAULT J 835445 AND AREA TJ 7842,36.7,9.87,106.0,142.0,300 LB GP (GP-31),,21.3,,,,0.0,,,,0.0,,21.3
155688,156150,7/2/1944,MTO,USA,A36,ORBETELLO AIRFIELD,ITALY,42.495464,11.239383,ITALY,MONTEROTONDO,42.05,12.6,,16.0,500 LB GP (GP-M43/M64),,4.0,,,,,,,,,,4.0
155689,156151,7/2/1944,MTO,USA,A36,ORBETELLO AIRFIELD,ITALY,42.495464,11.239383,ITALY,EMPOLI,43.72,10.95,,16.0,500 LB GP (GP-M43/M64),,4.0,,,,,,,,,,4.0
155690,156152,7/2/1944,MTO,USA,A36,ORBETELLO AIRFIELD,ITALY,42.495464,11.239383,ITALY,43 20 N 010 20 E,43.33,10.33,,16.0,500 LB GP (GP-M43/M64),,4.0,,,,,,,,,,4.0
155931,156393,5/7/1943,MTO,USA,B25,SFAX,TUNISIA,34.717778,10.690833,TUNISIA,KELIBIA TK 8869,36.85,11.1,85.0,54.0,500 LB GP (GP-M43/M64),,13.5,,,,0.0,,,,0.0,,13.5
156242,156704,5/9/1943,MTO,GREAT BRITAIN,LIB,OUDNA,TUNISIA,36.649608,10.121936,SICILY,PALERMO HARBOR,38.1,13.33,,0.0,500 LB GP (GP-M43/M64),,,,,,0.0,,,,0.0,,9.0
156337,156799,7/3/1944,MTO,USA,A36,ORBETELLO AIRFIELD,ITALY,42.495464,11.239383,ITALY,44 20 N 011 00 E,44.33,11.0,,16.0,500 LB GP (GP-M43/M64),,4.0,,,,,,,,,,4.0
156558,157020,5/10/1943,MTO,USA,B25,SFAX,TUNISIA,34.717778,10.690833,PANTELLARIA,PANTELLERIA LG,36.75,12.0,95.0,168.0,500 LB GP (GP-M43/M64),,42.0,,,,0.0,,,,0.0,,42.0
156865,157327,5/11/1943,MTO,USA,B25,SFAX,TUNISIA,34.717778,10.690833,ITALY,MARSALA,37.79,12.44,93.0,,250 LB GP (GP-M57),,9.0,,,,0.0,,,,0.0,,9.0
157158,157620,5/12/1943,MTO,USA,B25,SFAX,TUNISIA,34.717778,10.690833,TUNISIA,POSITIONS S OF BOU FICHA,36.3,10.46,95.0,,250 LB GP (GP-M57),,9.0,,,,0.0,,,,0.0,,9.0
157510,157972,7/5/1944,MTO,USA,A36,ORBETELLO AIRFIELD,ITALY,42.495464,11.239383,ITALY,LUCCA,43.85,10.52,,8.0,500 LB GP (GP-M43/M64),,2.0,,,,,,,,,,2.0
157541,158003,7/5/1944,MTO,USA,A36,ORBETELLO AIRFIELD,ITALY,42.495464,11.239383,ITALY,FIDENZA,44.87,10.05,,4.0,500 LB GP (GP-M43/M64),,1.0,,,,,,,,,,1.0
157754,158216,5/13/1943,MTO,USA,B24,BENINA (SOLUCH AIRFIELD),LIBYA,32.096944,20.269444,ITALY,AUGUSTA,37.23,15.22,0.0,,,,0.0,,,,0.0,,,,0.0,,54.84
158151,158613,7/6/1944,MTO,USA,A36,ORBETELLO AIRFIELD,ITALY,42.495464,11.239383,ITALY,VIAREGGIO,44.87,10.27,,16.0,500 LB GP (GP-M43/M64),,4.0,,,,,,,,,,4.0
159333,159795,7/6/1944,ETO,GREAT BRITAIN,LIB,"""TORTORELLA, FOGGIA""",ITALY,4248,1355.0,AUSTRIA,FEUERSBRUNN A/D,48.43,15.78,,,,,,,,,0.0,,,,0.0,,82.0
159981,160443,5/25/1943,MTO,USA,B25,SFAX,TUNISIA,34.717778,10.690833,PANTELLARIA,PANTELLERIA LG,36.75,0.02,0.0,,250 LB GP (GP-M57),,6.0,,,,0.0,,,,0.0,,6.0
160048,160510,5/26/1943,PTO,USA,B24,FUNAFUTI ATOLL,ELLICE ISLANDS,-8.522991,179.197665,GILBERT ISLANDS,APAMAMA,0.55,173.8833333,,18.0,500 LB GP (GP-M43/M64),9000,4.5,,,,0.0,,,,0.0,9000.0,4.5
160479,160941,1/20/1945,,GREAT BRITAIN,LIB,"""TORTORELLA, FOGGIA""",ITALY,4248,1355.0,,UDINE M/Y,46.05,13.23,,,,,,,,,0.0,,,,0.0,,233.6
160741,161203,1/21/1945,MTO,USA,A36,PONTEDERA AIRFIELD,ITALY,43.658,10.618247,ITALY,VERONA,45.43,11.0,,4.0,500 LB GP (GP-M43/M64),,1.0,,,,,,,,,,1.0
160946,161408,5/30/1943,MTO,USA,B24,BENINA (SOLUCH AIRFIELD),LIBYA,32.096944,20.269444,ITALY,FOGGIA,41.43,15.54,0.0,,,,0.0,,,,0.0,,,,0.0,,46.8
160956,161418,5/31/1943,MTO,GREAT BRITAIN,HALI,OUDNA,TUNISIA,36.649608,10.121936,SICILY,AUGUSTA,37.22,15.22,,0.0,500 LB GP (GP-M43/M64),,,,,,0.0,,,,0.0,,6.5
161494,161956,6/4/1943,MTO,USA,B24,BENINA (SOLUCH AIRFIELD),LIBYA,32.096944,20.269444,ITALY,GROTTAGLIE,40.52,17.4,0.0,,,,0.0,,,,0.0,,,,0.0,,51.85
161526,161988,6/5/1943,MTO,USA,B24,BENINA (SOLUCH AIRFIELD),LIBYA,32.096944,20.269444,ITALY,MESSINA,38.19,15.57,0.0,,,,0.0,,,,0.0,,,,0.0,,81.56
162314,162776,7/10/1944,ETO,USA,A36,PORETTA AIRFIELD,ITALY,42.55,9.484722,FRANCE,LA BARRE,48.03,-0.27,,0.0,500 LB GP (GP-M43/M64),,0.0,,,,,,,,,,0.0
163258,163720,7/12/1944,ETO,USA,A36,PORETTA AIRFIELD,ITALY,42.55,9.484722,FRANCE,44 00 N 001 00 E,44.0,1.0,,12.0,500 LB GP (GP-M43/M64),,3.0,,,,,,,,,,3.0
163328,163790,6/12/1943,MTO,USA,A36,KORBA,TUNISIA,36.692278,10.8359,ITALY,LAMPEDUSA ISLAND,35.52,12.58,,24.0,500 LB GP (GP-M43/M64),,6.0,,,,,,,,,,6.0
163598,164060,6/13/1943,MTO,USA,B24,BENGHAZI,LIBYA,32.096944,20.269444,ITALY,GERBINI,37.46,14.87,0.0,144.0,500 LB GP (GP-M43/M64),,36.0,,,,0.0,,,,0.0,,36.0
163924,164386,6/13/1943,MTO,USA,B24,BENINA (SOLUCH AIRFIELD),LIBYA,32.096944,20.269444,ITALY,CATANIA,37.47,15.06,0.0,,,,0.0,,,,0.0,,,,0.0,,53.04
164215,164677,6/17/1943,PTO,USA,B24,FUNAFUTI ATOLL,ELLICE ISLANDS,-8.522991,179.197665,GILBERT ISLANDS,TARAWA,1.5,173.0,,9.0,500 LB GP (GP-M43/M64),4500,2.25,,,,0.0,132.0,30 LB FRAG,3960.0,1.98,8460.0,4.23
164221,164683,6/17/1943,MTO,USA,B24,BENGHAZI,LIBYA,32.096944,20.269444,ITALY,COMISO,36.99,14.61,0.0,,100 LB GP (GP-M30),,10.0,,,,0.0,,,,0.0,,10.0
164255,164717,6/17/1943,MTO,USA,B24,BENINA (SOLUCH AIRFIELD),LIBYA,32.096944,20.269444,ITALY,BISCARI,37.5,15.09,0.0,,,,0.0,,,,0.0,,,,0.0,,69.24
164262,164724,6/18/1943,MTO,USA,A36,KORBA,TUNISIA,36.692278,10.8359,SARDINIA,OLBIA,40.92,9.48,,24.0,500 LB GP (GP-M43/M64),,6.0,,,,,,,,,,6.0
164390,164852,7/12/1944,MTO,GREAT BRITAIN,LIB,"""TORTORELLA, FOGGIA""",ITALY,4248,1355.0,ITALY,BRESCIA,45.55,10.25,,,,,,,,,0.0,,,,0.0,,62.45
164525,164987,6/20/1943,MTO,USA,A36,KORBA,TUNISIA,36.692278,10.8359,ITALY,CASTELVETRANO,37.67,12.78,,22.0,500 LB GP (GP-M43/M64),,5.5,,,,,,,,,,5.5
164552,165014,6/21/1943,MTO,USA,B24,BENGHAZI,LIBYA,32.096944,20.269444,ITALY,REGGIO,38.12,15.65,0.0,226.0,500 LB GP (GP-M43/M64),,56.5,,,,0.0,,,,0.0,,56.5
164558,165020,6/21/1943,PTO,USA,B24,FUNAFUTI ATOLL,ELLICE ISLANDS,-8.522991,179.197665,GILBERT ISLANDS,NANUTI,-0.666667,174.35,,3.0,500 LB GP (GP-M43/M64),1500,0.75,,,,0.0,,,,0.0,1500.0,0.75
164801,165263,6/21/1943,MTO,USA,B24,BENINA (SOLUCH AIRFIELD),LIBYA,32.096944,20.269444,ITALY,SAN GIOVANNI,41.24,15.8,0.0,,,,0.0,,,,0.0,,,,0.0,,75.4
164806,165268,6/22/1943,MTO,GREAT BRITAIN,LIB,OUDNA,TUNISIA,36.649608,10.121936,GREECE,COMISO,36.93,14.6,,0.0,500 LB GP (GP-M43/M64),,,180.0,4 LB INCENDIARY,,0.36,,,,0.0,,17.36
164944,165406,7/13/1944,MTO,GREAT BRITAIN,LIB,"""TORTORELLA, FOGGIA""",ITALY,4248,1355.0,GREECE,MILAN-LAMBRATE,45.45,9.15,,,,,,,,,0.0,,,,0.0,,168.25
165183,165645,7/14/1944,PTO,NEW ZEALAND,PV-1 VENTURA,BOUGAINVILLE ISLAND,SOLOMON ISLANDS,-6.244444,155.38388899999998,SOLOMON ISLANDS,PORTON PLANTATION,-5.516666667000001,154.7666667,,30.0,500 LB GP (GP-M43/M64),15000,7.5,,,,0.0,,,,0.0,15000.0,7.5
165218,165680,7/14/1944,MTO,USA,A36,PORETTA AIRFIELD,ITALY,42.55,9.484722,ITALY,SUZZARA,44.98,10.77,,0.0,500 LB GP (GP-M43/M64),,0.0,,,,,,,,,,0.0
165406,165868,6/24/1943,MTO,USA,B24,BENINA (SOLUCH AIRFIELD),LIBYA,32.096944,20.269444,GREECE,SOLONIKA A/C,40.5,22.98,0.0,,,,0.0,,,,0.0,,,,0.0,,77.75
165517,165979,7/14/1944,,GREAT BRITAIN,LIB,"""TORTORELLA, FOGGIA""",ITALY,4248,1355.0,,BROD-BASANSKI,46.13,22.8,,,,,,,,,0.0,,,,0.0,,182.25
166068,166530,6/27/1943,MTO,USA,B24,BENINA (SOLUCH AIRFIELD),LIBYA,32.096944,20.269444,GREECE,ELEUSIS A/C,38.06,23.55,0.0,,,,0.0,,,,0.0,,,,0.0,,54.35
166069,166531,6/27/1943,MTO,USA,B24,BENGHAZI,LIBYA,32.096944,20.269444,GREECE,KALAMARI - FRAG BOMBS,40.63,22.94,0.0,,,,0.0,,,,0.0,2340.0,,,23.4,,23.4
166282,166744,6/28/1943,MTO,USA,A36,KORBA,TUNISIA,36.692278,10.8359,ITALY,VILLACIDRO,39.48,8.75,,12.0,500 LB GP (GP-M43/M64),,3.0,,,,,,,,,,3.0
166623,167085,6/28/1943,PTO,USA,B24,FUNAFUTI ATOLL,ELLICE ISLANDS,-8.522991,179.197665,GILBERT ISLANDS,NAURU,-0.5166666670000001,166.93333330000002,,,,,0.0,,,,0.0,180.0,30 LB FRAG CLUSTERS,5400.0,2.7,5400.0,2.7
167002,167464,7/16/1944,,GREAT BRITAIN,LIB,"""TORTORELLA, FOGGIA""",ITALY,4248,1355.0,,SMEDEROVO,44.65,20.95,,,,,,,,,0.0,,,,0.0,,196.0
167381,167843,7/4/1943,MTO,USA,A36,PONTE OLIVO AIRFIELD,SICILY,37.131022,14.321464,ITALY,MILO,38.0,12.58,,48.0,500 LB GP (GP-M43/M64),,12.0,,,,,,,,,,12.0
167761,168223,7/5/1943,MTO,USA,A36,PONTE OLIVO AIRFIELD,SICILY,37.131022,14.321464,ITALY,MENIF,37.6,12.95,,44.0,500 LB GP (GP-M43/M64),,11.0,,,,,,,,,,11.0
168322,168784,7/7/1943,MTO,USA,A36,PONTE OLIVO AIRFIELD,SICILY,37.131022,14.321464,ITALY,MARSALA,37.78,12.42,,10.0,500 LB GP (GP-M43/M64),,2.5,,,,,,,,,,2.5
168372,168834,7/7/1943,MTO,GREAT BRITAIN,LIB,OUDNA,TUNISIA,36.649608,10.121936,SICILY,CATANIA,37.47,15.06,,,,,,,,,0.0,,,,0.0,,0.0
168584,169046,7/8/1943,MTO,USA,A36,PONTE OLIVO AIRFIELD,SICILY,37.131022,14.321464,ITALY,AGRIGENTO,37.3,13.58,,24.0,500 LB GP (GP-M43/M64),,6.0,,,,,,,,,,6.0
168585,169047,7/8/1943,MTO,USA,A36,PONTE OLIVO AIRFIELD,SICILY,37.131022,14.321464,ITALY,LICATA,37.1,13.92,,24.0,500 LB GP (GP-M43/M64),,6.0,,,,,,,,,,6.0
168647,169109,7/9/1943,MTO,USA,A36,PONTE OLIVO AIRFIELD,SICILY,37.131022,14.321464,ITALY,MODICA,36.83,14.92,,32.0,500 LB GP (GP-M43/M64),,8.0,,,,,,,,,,8.0
168651,169113,7/9/1943,MTO,USA,A36,PONTE OLIVO AIRFIELD,SICILY,37.131022,14.321464,ITALY,GRAMMICHELE,37.2,14.63,,0.0,500 LB GP (GP-M43/M64),,0.0,,,,,,,,,,0.0
168652,169114,7/9/1943,MTO,USA,A36,PONTE OLIVO AIRFIELD,SICILY,37.131022,14.321464,ITALY,PORTO EMPEDOCLE,37.28,13.5,,0.0,500 LB GP (GP-M43/M64),,0.0,,,,,,,,,,0.0
168655,169117,7/9/1943,MTO,GREAT BRITAIN,LIB,OUDNA,TUNISIA,36.649608,10.121936,SICILY,"""AVOLA, NOTO, AND SAN PAOLA AREAS""",36.9,15.13,,0.0,500 LB GP (GP-M43/M64),,,,,,0.0,,,,0.0,,33.75
169100,169562,7/10/1943,MTO,USA,A36,PONTE OLIVO AIRFIELD,SICILY,37.131022,14.321464,ITALY,CANICATTI,37.35,13.83,,0.0,500 LB GP (GP-M43/M64),,0.0,,,,,,,,,,0.0
169412,169874,7/11/1943,MTO,USA,A36,PONTE OLIVO AIRFIELD,SICILY,37.131022,14.321464,ITALY,SCIACCA,37.52,13.05,,48.0,500 LB GP (GP-M43/M64),,12.0,,,,,,,,,,12.0
169413,169875,7/11/1943,MTO,USA,A36,PONTE OLIVO AIRFIELD,SICILY,37.131022,14.321464,ITALY,PRIZZI,37.72,13.4,,48.0,500 LB GP (GP-M43/M64),,12.0,,,,,,,,,,12.0
169426,169888,7/11/1943,MTO,USA,A36,PONTE OLIVO AIRFIELD,SICILY,37.131022,14.321464,ITALY,BADIA POLESINE,45.1,11.47,,12.0,500 LB GP (GP-M43/M64),,3.0,,,,,,,,,,3.0
169435,169897,7/11/1943,PTO,USA,B24,FUNAFUTI ATOLL,ELLICE ISLANDS,-8.522991,179.197665,MARSHALL ISLANDS,JALUIT,6.0,169.58333330000002,,6.0,500 LB GP (GP-M43/M64),3000,1.5,,,,0.0,,,,0.0,3000.0,1.5
169438,169900,7/11/1943,MTO,USA,A36,PONTE OLIVO AIRFIELD,SICILY,37.131022,14.321464,ITALY,BOLOGNETTA,37.97,13.45,,0.0,500 LB GP (GP-M43/M64),,0.0,,,,,,,,,,0.0
169715,170177,7/12/1943,MTO,USA,A36,PONTE OLIVO AIRFIELD,SICILY,37.131022,14.321464,ITALY,GERBINI,37.47,14.85,,24.0,500 LB GP (GP-M43/M64),,6.0,,,,,,,,,,6.0
169996,170458,7/13/1943,MTO,USA,A36,PONTE OLIVO AIRFIELD,SICILY,37.131022,14.321464,ITALY,CASTELVETRANO,37.67,12.78,,0.0,500 LB GP (GP-M43/M64),,0.0,,,,,,,,,,0.0
169997,170459,7/13/1943,MTO,USA,A36,PONTE OLIVO AIRFIELD,SICILY,37.131022,14.321464,ITALY,FILAGA,37.72,13.43,,0.0,500 LB GP (GP-M43/M64),,0.0,,,,,,,,,,0.0
169998,170460,7/13/1943,MTO,USA,A36,PONTE OLIVO AIRFIELD,SICILY,37.131022,14.321464,ITALY,PIAZZA,37.38,14.33,,0.0,500 LB GP (GP-M43/M64),,0.0,,,,,,,,,,0.0
170288,170750,7/14/1943,MTO,GREAT BRITAIN,LIB,OUDNA,TUNISIA,36.649608,10.121936,SICILY,MESSINA,38.18,15.57,,0.0,1000 LB GP (GP-M44/M65),,,66.0,500 LB INCENDIARY,,16.5,,,,0.0,,28.5
170289,170751,7/14/1943,MTO,USA,A36,PONTE OLIVO AIRFIELD,SICILY,37.131022,14.321464,ITALY,CORLEONE,37.8,13.27,,0.0,500 LB GP (GP-M43/M64),,0.0,,,,,,,,,,0.0
170291,170753,7/14/1943,MTO,USA,A36,PONTE OLIVO AIRFIELD,SICILY,37.131022,14.321464,ITALY,VALGUARNERA,37.52,14.33,,0.0,500 LB GP (GP-M43/M64),,0.0,,,,,,,,,,0.0
170292,170754,7/14/1943,MTO,USA,A36,PONTE OLIVO AIRFIELD,SICILY,37.131022,14.321464,ITALY,CALTANISETTA,37.5,14.05,,0.0,500 LB GP (GP-M43/M64),,0.0,,,,,,,,,,0.0
170293,170755,7/14/1943,MTO,USA,A36,PONTE OLIVO AIRFIELD,SICILY,37.131022,14.321464,ITALY,PALERMO,38.1,13.33,,0.0,500 LB GP (GP-M43/M64),,0.0,,,,,,,,,,0.0
170674,171136,7/15/1943,MTO,USA,A36,PONTE OLIVO AIRFIELD,SICILY,37.131022,14.321464,ITALY,ENNA,37.57,14.3,,0.0,500 LB GP (GP-M43/M64),,0.0,,,,,,,,,,0.0
170943,171405,7/15/1943,MTO,GREAT BRITAIN,LIB,OUDNA,TUNISIA,36.649608,10.121936,GREECE,CROTONE,39.08,17.13,,,,,,66.0,500 LB INCENDIARY,,16.5,,,,0.0,,16.5
